"SOTT1ExposureNosocomial.specifyDentalCare","SOTT1ExposureNosocomial.specifyDentalCare","","","",0,1,"","","","string {[]} {[]}
","Specify dental care","Specify dental care","","","","","","","","","",,,,,"",,,,"SOTT1ExposureNosocomial.specifyDentalCare",0,1,"",""
"SOTT1ExposureNosocomial.deliveryOrAbortion","SOTT1ExposureNosocomial.deliveryOrAbortion","","","",0,1,"","","","code {[]} {[]}
","type of care: delivery or abortion","Was the type of care a delivery or abortion","","","","","","","","","",,"required","","http://worldhealthorganization.github.io/smart-ot/ValueSet/YesNo","",,,,"SOTT1ExposureNosocomial.deliveryOrAbortion",0,1,"",""
"SOTT1ExposureNosocomial.dateOfDeliveryAbortion","SOTT1ExposureNosocomial.dateOfDeliveryAbortion","","","",0,1,"","","","date {[]} {[]}
","Date of delivery or abortion","Date of delivery or abortion","","","","","","","","","",,,,,"",,,,"SOTT1ExposureNosocomial.dateOfDeliveryAbortion",0,1,"",""
"SOTT1ExposureNosocomial.admitted","SOTT1ExposureNosocomial.admitted","","","",0,1,"","","","code {[]} {[]}
","Type of care: admission in a health care facility","Was the type of care an admission in health care facility","","","","","","","","","",,,,,"",,,,"SOTT1ExposureNosocomial.admitted",0,1,"",""
"SOTT1ExposureNosocomial.dateOfAdmission","SOTT1ExposureNosocomial.dateOfAdmission","","","",0,1,"","","","date {[]} {[]}
","Date admitted at health care facility","Date admitted at health care facility","","","","","","","","","",,,,,"",,,,"SOTT1ExposureNosocomial.dateOfAdmission",0,1,"",""
"SOTT1ExposureNosocomial.dateOfDischarge","SOTT1ExposureNosocomial.dateOfDischarge","","","",0,1,"","","","date {[]} {[]}
","Date of exiting health care facility","Date of exiting health care facility","","","","","","","","","",,,,,"",,,,"SOTT1ExposureNosocomial.dateOfDischarge",0,1,"",""
"SOTT1ExposureNosocomial.bloodTransfusion","SOTT1ExposureNosocomial.bloodTransfusion","","","",0,1,"","","","code {[]} {[]}
","type of care: blood transfusion","Was the type of care a blood transfusion","","","","","","","","","",,,,,"",,,,"SOTT1ExposureNosocomial.bloodTransfusion",0,1,"",""
"SOTT1ExposureNosocomial.dateOfTransfusion","SOTT1ExposureNosocomial.dateOfTransfusion","","","",0,1,"","","","date {[]} {[]}
","Date of blood transfusion","When was this blood transfusion","","","","","","","","","",,,,,"",,,,"SOTT1ExposureNosocomial.dateOfTransfusion",0,1,"",""
"SOTT1ExposureNosocomial.healthFacilityVisit","SOTT1ExposureNosocomial.healthFacilityVisit","","","",0,1,"","","","code {[]} {[]}
","Did the patient visit a health facility without getting health care (visit patient or any other reason)","Did the patient visit a health facility without getting health care (visit patient or any other reason)","","","","","","","","","",,"required","","http://worldhealthorganization.github.io/smart-ot/ValueSet/YesNo","",,,,"SOTT1ExposureNosocomial.healthFacilityVisit",0,1,"",""
"SOTT1ExposureNosocomial.dateOfVisit","SOTT1ExposureNosocomial.dateOfVisit","","","",0,1,"","","","date {[]} {[]}
","Date of visit (without getting health care)","Date of visit (without getting health care)","","","","","","","","","",,,,,"",,,,"SOTT1ExposureNosocomial.dateOfVisit",0,1,"",""
"SOTT1ExposureNosocomial.healthFacilityName","SOTT1ExposureNosocomial.healthFacilityName","","","",0,1,"","","","string {[]} {[]}
","Name of health care facility","Name of health care facility","","","","","","","","","",,,,,"",,,,"SOTT1ExposureNosocomial.healthFacilityName",0,1,"",""
"SOTT1ExposureNosocomial.FacilityAddress","SOTT1ExposureNosocomial.FacilityAddress","","","",0,1,"","","","string {[]} {[]}
","Address of health care facility","Address of health care facility","","","","","","","","","",,,,,"",,,,"SOTT1ExposureNosocomial.FacilityAddress",0,1,"",""
"SOTT1ExposureNosocomial.illicitDrugsInjected","SOTT1ExposureNosocomial.illicitDrugsInjected","","","",0,1,"","","","code {[]} {[]}
","Did the patient use or inject illicit drugs","Did the patient use or inject illicit drugs recently","","","","","","","","","",,"required","","http://worldhealthorganization.github.io/smart-ot/ValueSet/YesNo","",,,,"SOTT1ExposureNosocomial.illicitDrugsInjected",0,1,"",""
"SOTT1ExposureNosocomial.specifyIllicitDrugs","SOTT1ExposureNosocomial.specifyIllicitDrugs","","","",0,1,"","","","string {[]} {[]}
","Specify illicit drugs","Specify the illicit drugs used","","","","","","","","","",,,,,"",,,,"SOTT1ExposureNosocomial.specifyIllicitDrugs",0,1,"",""
"SOTT1ExposureNosocomial.syringeContact","SOTT1ExposureNosocomial.syringeContact","","","",0,1,"","","","code {[]} {[]}
","Did the patient come in contact with syringes of needles at his/her workplace","Did the patient come in contact with syringes of needles at his/her workplace","","","","","","","","","",,"required","","http://worldhealthorganization.github.io/smart-ot/ValueSet/YesNo","",,,,"SOTT1ExposureNosocomial.syringeContact",0,1,"",""
"SOTT1ExposureNosocomial.specifySyringeContact","SOTT1ExposureNosocomial.specifySyringeContact","","","",0,1,"","","","string {[]} {[]}
","Specify this contact with syinges or needles","Specify this contact with syinges or needles","","","","","","","","","",,,,,"",,,,"SOTT1ExposureNosocomial.specifySyringeContact",0,1,"",""
"SOTT1ExposureNosocomial.bloodDonation","SOTT1ExposureNosocomial.bloodDonation","","","",0,1,"","","","code {[]} {[]}
","Did the patient donate blood or plasma","Did the patient donate blood or plasma","","","","","","","","","",,"required","","http://worldhealthorganization.github.io/smart-ot/ValueSet/YesNo","",,,,"SOTT1ExposureNosocomial.bloodDonation",0,1,"",""
"SOTT1ExposureNosocomial.noOfDonations","SOTT1ExposureNosocomial.noOfDonations","","","",0,1,"","","","Quantity {[]} {[]}
","How many donations of blood or plasma","How many donations of blood or plasma","","","","","","","","","",,,,,"",,,,"SOTT1ExposureNosocomial.noOfDonations",0,1,"",""
