"SOTMeaslesClinical.KoplikSpots","SOTMeaslesClinical.KoplikSpots","","","",1,1,"","","","Coding {[]} {[]}
","Koplik Spots?","Koplik Spots","","","","","","","","","",,"required","","http://worldhealthorganization.github.io/smart-ot/ValueSet/YesNoUnknown","",,,,"SOTMeaslesClinical.KoplikSpots",1,1,"",""
"SOTMeaslesClinical.Lymphadenopathy","SOTMeaslesClinical.Lymphadenopathy","","","",1,1,"","","","Coding {[]} {[]}
","Lymphadenopathy?","Lymphadenopathy","","","","","","","","","",,"required","","http://worldhealthorganization.github.io/smart-ot/ValueSet/YesNoUnknown","",,,,"SOTMeaslesClinical.Lymphadenopathy",1,1,"",""
"SOTMeaslesClinical.JointPain","SOTMeaslesClinical.JointPain","","","",1,1,"","","","Coding {[]} {[]}
","Arthralgia?","Arthralgia","","","","","","","","","",,"required","","http://worldhealthorganization.github.io/smart-ot/ValueSet/YesNoUnknown","",,,,"SOTMeaslesClinical.JointPain",1,1,"",""
"SOTMeaslesClinical.SevereComplications","SOTMeaslesClinical.SevereComplications","","","",0,1,"","","","Coding {[]} {[]}
","Severe Complications","Severe Complications","","","","","","","","","",,,,,"",,,,"SOTMeaslesClinical.SevereComplications",0,1,"",""
"SOTMeaslesClinical.HistoryOfHospitalization","SOTMeaslesClinical.HistoryOfHospitalization","","","",1,1,"","","","Coding {[]} {[]}
","History of hospitalization in 23 days prior to rash onset?","History of hospitalization in 23 days prior to rash onset?","","","","","","","","","",,"required","","http://worldhealthorganization.github.io/smart-ot/ValueSet/YesNoUnknown","",,,,"SOTMeaslesClinical.HistoryOfHospitalization",1,1,"",""
"SOTMeaslesClinical.DatesOfHospitalization","SOTMeaslesClinical.DatesOfHospitalization","","","",0,1,"","","","Period {[]} {[]}
","Dates of hospitalization","Dates of hospitalization","","","","","","","","","",,,,,"",,,,"SOTMeaslesClinical.DatesOfHospitalization",0,1,"",""
"SOTMeaslesClinical.HospitalizedReason","SOTMeaslesClinical.HospitalizedReason","","","",1,1,"","","","code {[]} {[]}
","Hospitalized because of this current fever rash diagnosis?","Hospitalized because of this current fever rash diagnosis?","","","","","","","","","",,,,,"",,,,"SOTMeaslesClinical.HospitalizedReason",1,1,"",""
"SOTMeaslesClinical.Outcome","SOTMeaslesClinical.Outcome","","","",1,1,"","","","Coding {[]} {[]}
","Outcome (patient survived or died)","Outcome (patient survived or died)","","","","","","","","","",,"required","","http://worldhealthorganization.github.io/smart-ot/ValueSet/PatientOutcome","",,,,"SOTMeaslesClinical.Outcome",1,1,"",""
"SOTMeaslesClinical.DateOfDeath","SOTMeaslesClinical.DateOfDeath","","","",0,1,"","","","dateTime {[]} {[]}
","Date of death","Date of death","","","","","","","","","",,,,,"",,,,"SOTMeaslesClinical.DateOfDeath",0,1,"",""
"SOTMeaslesClinical.NumberOfPrevious","SOTMeaslesClinical.NumberOfPrevious","","","",0,1,"","","","Quantity {[]} {[]}
","Number of previous pregnancies*","Number of previous pregnancies*","","","","","","","","","",,,,,"",,,,"SOTMeaslesClinical.NumberOfPrevious",0,1,"",""
"SOTMeaslesClinical.PregnancyStatus","SOTMeaslesClinical.PregnancyStatus","","","",1,1,"","","","Coding {[]} {[]}
","Pregnancy status*","Pregnancy status*","","","","","","","","","",,"required","","http://worldhealthorganization.github.io/smart-ot/ValueSet/YesNoUnknown","",,,,"SOTMeaslesClinical.PregnancyStatus",1,1,"",""
"SOTMeaslesClinical.GestationWeeks","SOTMeaslesClinical.GestationWeeks","","","",0,1,"","","","Quantity {[]} {[]}
","Number of weeks gestation at onset of illness*","Number of weeks gestation at onset of illness*","","","","","","","","","",,,,,"",,,,"SOTMeaslesClinical.GestationWeeks",0,1,"",""
"SOTMeaslesClinical.PriorEvidence","SOTMeaslesClinical.PriorEvidence","","","",0,1,"","","","string {[]} {[]}
","Prior evidence or date of rubella serologic immunity, or both*","Prior evidence or date of rubella serologic immunity, or both*","","","","","","","","","",,,,,"",,,,"SOTMeaslesClinical.PriorEvidence",0,1,"",""
"SOTMeaslesClinical.PreviousPregnancies","SOTMeaslesClinical.PreviousPregnancies","","","",0,1,"","","","string {[]} {[]}
","Number and dates of previous pregnancies and location (secondadministrative level or country) of these pregnancies*","Number and dates of previous pregnancies and location (secondadministrative level or country) of these pregnancies*","","","","","","","","","",,,,,"",,,,"SOTMeaslesClinical.PreviousPregnancies",0,1,"",""
"SOTMeaslesClinical.PregnancyOutcome","SOTMeaslesClinical.PregnancyOutcome","","","",0,1,"","","","code {[]} {[]}
","Pregnancy outcome, when available*","Pregnancy outcome, when available*","","","","","","","","","",,,,,"",,,,"SOTMeaslesClinical.PregnancyOutcome",0,1,"",""
"SOTMeaslesClinical.FeverOnsetDate","SOTMeaslesClinical.FeverOnsetDate","","","",0,1,"","","","dateTime {[]} {[]}
","Date of fever onset","Date of fever onset","","","","","","","","","",,,,,"",,,,"SOTMeaslesClinical.FeverOnsetDate",0,1,"",""
"SOTMeaslesClinical.TypeOfRash","SOTMeaslesClinical.TypeOfRash","","","",0,1,"","","","Coding {[]} {[]}
","Type of rash","Type of rash","","","","","","","","","",,"required","","http://worldhealthorganization.github.io/smart-ot/ValueSet/RashType","",,,,"SOTMeaslesClinical.TypeOfRash",0,1,"",""
"SOTMeaslesClinical.DurationOfRash","SOTMeaslesClinical.DurationOfRash","","","",0,1,"","","","Quantity {[]} {[]}
","Duration of the rash in days","Duration of the rash in days","","","","","","","","","",,,,,"",,,,"SOTMeaslesClinical.DurationOfRash",0,1,"",""
"SOTMeaslesClinical.Temperature","SOTMeaslesClinical.Temperature","","","",0,1,"","","","Quantity {[]} {[]}
","Temperature (degree Celcius)","Temperature (degree Celcius)","","","","","","","","","",,,,,"",,,,"SOTMeaslesClinical.Temperature",0,1,"",""
"SOTMeaslesClinical.HospitalName","SOTMeaslesClinical.HospitalName","","","",0,1,"","","","string {[]} {[]}
","Hospital Name","Hospital Name","","","","","","","","","",,,,,"",,,,"SOTMeaslesClinical.HospitalName",0,1,"",""
"SOTMeaslesClinical.DateOfAdmission","SOTMeaslesClinical.DateOfAdmission","","","",0,1,"","","","dateTime {[]} {[]}
","Date of admission","Date of admission","","","","","","","","","",,,,,"",,,,"SOTMeaslesClinical.DateOfAdmission",0,1,"",""
"SOTMeaslesClinical.HospitalRecordNumber","SOTMeaslesClinical.HospitalRecordNumber","","","",0,1,"","","","id {[]} {[]}
","Hospital record number","Hospital record number","","","","","","","","","",,,,,"",,,,"SOTMeaslesClinical.HospitalRecordNumber",0,1,"",""
"SOTMeaslesClinical.primaryCauseOfDeath","SOTMeaslesClinical.primaryCauseOfDeath","","","",0,1,"","","","string {[]} {[]}
","Primary cause of death","Primary cause of death","","","","","","","","","",,,,,"",,,,"SOTMeaslesClinical.primaryCauseOfDeath",0,1,"",""
"SOTMeaslesClinical.IntentedBirthPlacce","SOTMeaslesClinical.IntentedBirthPlacce","","","",0,1,"","","","string {[]} {[]}
","Place where birth will likely take placed","Place where birth will likely take placed","","","","","","","","","",,,,,"",,,,"SOTMeaslesClinical.IntentedBirthPlacce",0,1,"",""
"SOTMeaslesClinical.Comments","SOTMeaslesClinical.Comments","","","",0,1,"","","","string {[]} {[]}
","Comments","Comments","","","","","","","","","",,,,,"",,,,"SOTMeaslesClinical.Comments",0,1,"",""
