"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"AFROMRCIF","AFROMRCIF.LaboratoryResults","AFROMRCIF.LaboratoryResults","","","",1,*,"","","","http://worldhealthorganization.github.io/smart-ot/StructureDefinition/AFROMRCIFLaboratoryResults {[]} {[]}
","Laboratory Results","Laboratory Results","","","","","","","","","",,,,,"",,,,"AFROMRCIF.LaboratoryResults",1,*,"",""
"AFROMRCIFCaseInvestigation","AFROMRCIFCaseInvestigation","AFROMRCIFCaseInvestigation","","","",0,*,"","","","null {[]} {[]}
","Surveillance & Outbreak Toolkit Measles- Contact Tracing","Base definition for all elements that are defined inside a resource - but not those in a data type.","","","","","","","","","",,,,,"",,,,"BackboneElement",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"AFROMRCIFCaseInvestigation","AFROMRCIFCaseInvestigation.id","AFROMRCIFCaseInvestigation.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"AFROMRCIFCaseInvestigation","AFROMRCIFCaseInvestigation.extension","AFROMRCIFCaseInvestigation.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"AFROMRCIFCaseInvestigation","AFROMRCIFCaseInvestigation.modifierExtension","AFROMRCIFCaseInvestigation.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"AFROMRCIFCaseInvestigation","AFROMRCIFCaseInvestigation.DateOfConsultation","AFROMRCIFCaseInvestigation.DateOfConsultation","","","",1,1,"","","","dateTime {[]} {[]}
","Date of case investigation","Date of case investigation","","","","","","","","","",,,,,"",,,,"AFROMRCIFCaseInvestigation.DateOfConsultation",1,1,"",""
"AFROMRCIFCaseInvestigation","AFROMRCIFCaseInvestigation.DateReportedLocal","AFROMRCIFCaseInvestigation.DateReportedLocal","","","",0,1,"","","","dateTime {[]} {[]}
","Date Reported, District","Date case was notified to the district:","","","","","","","","","",,,,,"",,,,"AFROMRCIFCaseInvestigation.DateReportedLocal",0,1,"",""
"AFROMRCIFCaseInvestigation","AFROMRCIFCaseInvestigation.RashOnsetDate","AFROMRCIFCaseInvestigation.RashOnsetDate","","","",0,1,"","","","dateTime {[]} {[]}
","Date of rash onset","Date of rash onset","","","","","","","","","",,,,,"",,,,"AFROMRCIFCaseInvestigation.RashOnsetDate",0,1,"",""
"AFROMRCIFClassification","AFROMRCIFClassification","AFROMRCIFClassification","","","",0,*,"","","","null {[]} {[]}
","Surveillance & Outbreak Toolkit Measles- Classification","Base definition for all elements that are defined inside a resource - but not those in a data type.","","","","","","","","","",,,,,"",,,,"BackboneElement",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"AFROMRCIFClassification","AFROMRCIFClassification.id","AFROMRCIFClassification.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"AFROMRCIFClassification","AFROMRCIFClassification.extension","AFROMRCIFClassification.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"AFROMRCIFClassification","AFROMRCIFClassification.modifierExtension","AFROMRCIFClassification.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"AFROMRCIFClassification","AFROMRCIFClassification.FinalClassification","AFROMRCIFClassification.FinalClassification","","","",1,1,"","","","Coding {[]} {[]}
","Final Case Classification","Final Case Classification","","","","","","","","","",,"required","","http://worldhealthorganization.github.io/smart-ot/ValueSet/FinalClassification","",,,,"AFROMRCIFClassification.FinalClassification",1,1,"",""
"AFROMRCIFClassification","AFROMRCIFClassification.ReportedBy","AFROMRCIFClassification.ReportedBy","","","",1,1,"","","","string {[]} {[]}
","Reported by","Person Completing the form: Name","","","","","","","","","",,,,,"",,,,"AFROMRCIFClassification.ReportedBy",1,1,"",""
"AFROMRCIFClinical","AFROMRCIFClinical","AFROMRCIFClinical","","","",0,*,"","","","null {[]} {[]}
","Surveillance & Outbreak Toolkit Measles- Clinical","Base definition for all elements that are defined inside a resource - but not those in a data type.","","","","","","","","","",,,,,"",,,,"BackboneElement",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"AFROMRCIFClinical","AFROMRCIFClinical.id","AFROMRCIFClinical.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"AFROMRCIFClinical","AFROMRCIFClinical.extension","AFROMRCIFClinical.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"AFROMRCIFClinical","AFROMRCIFClinical.modifierExtension","AFROMRCIFClinical.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"AFROMRCIFClinical","AFROMRCIFClinical.Fever","AFROMRCIFClinical.Fever","","","",1,1,"","","","Coding {[]} {[]}
","Fever","Fever","","","","","","","","","",,"required","","http://worldhealthorganization.github.io/smart-ot/ValueSet/YesNoUnknown","",,,,"AFROMRCIFClinical.Fever",1,1,"",""
"AFROMRCIFClinical","AFROMRCIFClinical.Rash","AFROMRCIFClinical.Rash","","","",1,1,"","","","Coding {[]} {[]}
","Generalized Rash","Generalized Rash","","","","","","","","","",,"required","","http://worldhealthorganization.github.io/smart-ot/ValueSet/YesNoUnknown","",,,,"AFROMRCIFClinical.Rash",1,1,"",""
"AFROMRCIFClinical","AFROMRCIFClinical.Cough","AFROMRCIFClinical.Cough","","","",1,1,"","","","Coding {[]} {[]}
","Cough","Cough","","","","","","","","","",,"required","","http://worldhealthorganization.github.io/smart-ot/ValueSet/YesNoUnknown","",,,,"AFROMRCIFClinical.Cough",1,1,"",""
"AFROMRCIFClinical","AFROMRCIFClinical.Conjunctivitis","AFROMRCIFClinical.Conjunctivitis","","","",1,1,"","","","Coding {[]} {[]}
","Red Eyes","Red Eyes","","","","","","","","","",,"required","","http://worldhealthorganization.github.io/smart-ot/ValueSet/YesNoUnknown","",,,,"AFROMRCIFClinical.Conjunctivitis",1,1,"",""
"AFROMRCIFClinical","AFROMRCIFClinical.Coryza","AFROMRCIFClinical.Coryza","","","",1,1,"","","","Coding {[]} {[]}
","Running nose","Running nose","","","","","","","","","",,"required","","http://worldhealthorganization.github.io/smart-ot/ValueSet/YesNoUnknown","",,,,"AFROMRCIFClinical.Coryza",1,1,"",""
"AFROMRCIFClinical","AFROMRCIFClinical.Lymphadenopathy","AFROMRCIFClinical.Lymphadenopathy","","","",1,1,"","","","Coding {[]} {[]}
","Swollen lymph nodes","Swollen lymph nodes behind ears","","","","","","","","","",,"required","","http://worldhealthorganization.github.io/smart-ot/ValueSet/YesNoUnknown","",,,,"AFROMRCIFClinical.Lymphadenopathy",1,1,"",""
"AFROMRCIFClinical","AFROMRCIFClinical.JointPain","AFROMRCIFClinical.JointPain","","","",1,1,"","","","Coding {[]} {[]}
","Joint pain/ swelling","Joint pain/ swelling","","","","","","","","","",,"required","","http://worldhealthorganization.github.io/smart-ot/ValueSet/YesNoUnknown","",,,,"AFROMRCIFClinical.JointPain",1,1,"",""
"AFROMRCIFClinical","AFROMRCIFClinical.HistoryOfHospitalization","AFROMRCIFClinical.HistoryOfHospitalization","","","",1,1,"","","","Coding {[]} {[]}
","In/out-patient","In/out-patient","","","","","","","","","",,"required","","http://worldhealthorganization.github.io/smart-ot/ValueSet/YesNoUnknown","",,,,"AFROMRCIFClinical.HistoryOfHospitalization",1,1,"",""
"AFROMRCIFClinical","AFROMRCIFClinical.Outcome","AFROMRCIFClinical.Outcome","","","",1,1,"","","","Coding {[]} {[]}
","Outcome","Outcome (patient survived or died)","","","","","","","","","",,"required","","http://worldhealthorganization.github.io/smart-ot/ValueSet/PatientOutcome","",,,,"AFROMRCIFClinical.Outcome",1,1,"",""
"AFROMRCIFClinical","AFROMRCIFClinical.travelledOutside","AFROMRCIFClinical.travelledOutside","","","",1,1,"","","","Coding {[]} {[]}
","Travel history","History of travel outside the village/ town/ district in last 7 - 21 days before onset of rash","","","","","","","","","",,"required","","http://worldhealthorganization.github.io/smart-ot/ValueSet/YesNoUnknown","",,,,"AFROMRCIFClinical.travelledOutside",1,1,"",""
"AFROMRCIFClinical","AFROMRCIFClinical.specifyInfectionSetting","AFROMRCIFClinical.specifyInfectionSetting","","","",1,1,"","","","string {[]} {[]}
","Infection Setting","Most probable place of exposure to measles/ rubella","","","","","","","","","",,,,,"",,,,"AFROMRCIFClinical.specifyInfectionSetting",1,1,"",""
"AFROMRCIFDemographic","AFROMRCIFDemographic","AFROMRCIFDemographic","","","",0,*,"","","","null {[]} {[]}
","Surveillance & Outbreak Toolkit Measles- Demographics","Base definition for all elements that are defined inside a resource - but not those in a data type.","","","","","","","","","",,,,,"",,,,"BackboneElement",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"AFROMRCIFDemographic","AFROMRCIFDemographic.id","AFROMRCIFDemographic.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"AFROMRCIFDemographic","AFROMRCIFDemographic.extension","AFROMRCIFDemographic.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"AFROMRCIFDemographic","AFROMRCIFDemographic.modifierExtension","AFROMRCIFDemographic.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"AFROMRCIFDemographic","AFROMRCIFDemographic.Name","AFROMRCIFDemographic.Name","","","",1,1,"","","","HumanName {[]} {[]}
","Name of Patient","Name of Patient","","","","","","","","","",,,,,"",,,,"AFROMRCIFDemographic.Name",1,1,"",""
"AFROMRCIFDemographic","AFROMRCIFDemographic.DateOfBirth","AFROMRCIFDemographic.DateOfBirth","","","",1,1,"","","","date {[]} {[]}
","Date of birth","The client's date of birth (DOB), if known","","","","","","","","","",,,,,"",,,,"AFROMRCIFDemographic.DateOfBirth",1,1,"",""
"AFROMRCIFDemographic","AFROMRCIFDemographic.Age","AFROMRCIFDemographic.Age","","","",0,1,"","","","Quantity {[]} {[]}
","Age (number of years)","Age of the client if date of birth is not known","","","","","","","","","",,,,,"",,,,"AFROMRCIFDemographic.Age",0,1,"",""
"AFROMRCIFDemographic","AFROMRCIFDemographic.Sex","AFROMRCIFDemographic.Sex","","","",1,1,"","","","code {[]} {[]}
","Sex at birth","Assigned sex at birth of the client","","","","","","","","","",,"required","","http://worldhealthorganization.github.io/smart-ot/ValueSet/BiologicalSex","",,,,"AFROMRCIFDemographic.Sex",1,1,"",""
"AFROMRCIFDemographic","AFROMRCIFDemographic.PlaceOfResidence","AFROMRCIFDemographic.PlaceOfResidence","","","",1,1,"","","","Address {[]} {[]}
","Client's address (city, district, and province)","Client's home address or address that the client is consenting to disclose","","","","","","","","","",,,,,"",,,,"AFROMRCIFDemographic.PlaceOfResidence",1,1,"",""
"AFROMRCIFDemographic","AFROMRCIFDemographic.LocalityType","AFROMRCIFDemographic.LocalityType","","","",1,1,"","","","code {[]} {[]}
","Type of locality","Type of Locality","","","","","","","","","",,"required","","http://worldhealthorganization.github.io/smart-ot/ValueSet/LocType","",,,,"AFROMRCIFDemographic.LocalityType",1,1,"",""
"AFROMRCIFLaboratoryResults","AFROMRCIFLaboratoryResults","AFROMRCIFLaboratoryResults","","","",0,*,"","","","null {[]} {[]}
","Surveillance & Outbreak Toolkit Measles- Laboratory Resultss","Base definition for all elements that are defined inside a resource - but not those in a data type.","","","","","","","","","",,,,,"",,,,"BackboneElement",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"AFROMRCIFLaboratoryResults","AFROMRCIFLaboratoryResults.id","AFROMRCIFLaboratoryResults.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"AFROMRCIFLaboratoryResults","AFROMRCIFLaboratoryResults.extension","AFROMRCIFLaboratoryResults.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"AFROMRCIFLaboratoryResults","AFROMRCIFLaboratoryResults.modifierExtension","AFROMRCIFLaboratoryResults.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"AFROMRCIFLaboratoryResults","AFROMRCIFLaboratoryResults.SampleType","AFROMRCIFLaboratoryResults.SampleType","","","",1,1,"","","","code {[]} {[]}
","Specimen source","Specimen source","","","","","","","","","",,"required","","http://worldhealthorganization.github.io/smart-ot/ValueSet/SampleType","",,,,"AFROMRCIFLaboratoryResults.SampleType",1,1,"",""
"AFROMRCIFLaboratoryResults","AFROMRCIFLaboratoryResults.SpecimenCollectionDate","AFROMRCIFLaboratoryResults.SpecimenCollectionDate","","","",1,1,"","","","dateTime {[]} {[]}
","Date of specimen collection","Date of specimen collection","","","","","","","","","",,,,,"",,,,"AFROMRCIFLaboratoryResults.SpecimenCollectionDate",1,1,"",""
